Time (msec),A/F Correction #1 (%),A/F Correction #3 (32-bit ECU) (%),A/F Sensor #1 (AFR),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Exhaust VVT Advance Angle Left (degrees),Exhaust VVT Advance Angle Right (degrees),IAM (multiplier),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Learned Ignition Timing (degrees),Manifold Relative Pressure (Corrected) (bar),Mass Airflow (g/s),Throttle Opening Angle (%),Vehicle Speed (kph)
39516,0.00,0.00,14.70,0.42,850,0.00,0.00,0.6875,16.50,2.17,0.00,0.00,0.00,-0.570,5.85,6.67,0
39579,0.00,0.00,14.70,0.42,855,0.00,0.00,0.6875,17.50,2.19,0.00,0.00,0.00,-0.570,5.91,6.67,0
39641,0.00,0.00,14.70,0.42,856,0.00,0.00,0.6875,17.00,2.01,0.00,0.00,0.00,-0.570,5.95,6.67,0
39719,0.00,0.00,14.70,0.42,851,0.00,0.00,0.6875,17.50,2.18,0.00,0.00,0.00,-0.570,5.95,6.67,0
39782,0.00,0.00,14.70,0.43,850,0.00,0.00,0.6875,17.00,2.18,0.00,0.00,0.00,-0.570,5.95,6.67,0
39844,0.00,0.00,14.70,0.42,847,0.00,0.00,0.6875,18.50,2.17,0.00,0.00,0.00,-0.570,5.95,6.67,0
39907,0.00,0.00,14.70,0.42,853,0.00,0.00,0.6875,18.00,2.18,0.00,0.00,0.00,-0.570,5.91,6.67,0
39985,0.00,0.00,14.70,0.42,853,0.00,0.00,0.6875,17.50,2.18,0.00,0.00,0.00,-0.570,5.95,6.67,0
40047,0.00,0.00,14.70,0.42,846,0.00,0.00,0.6875,17.00,2.16,0.00,0.00,0.00,-0.570,5.95,6.67,0
40110,0.00,0.00,14.70,0.43,840,0.00,0.00,0.6875,18.00,2.15,0.00,0.00,0.00,-0.570,6.02,6.67,0
40172,0.00,0.00,14.70,0.43,837,0.00,0.00,0.6875,16.50,2.14,0.00,0.00,0.00,-0.570,5.98,6.67,0
40250,0.00,0.00,14.70,0.41,833,0.00,0.00,0.6875,17.50,2.13,0.00,0.00,0.00,-0.570,5.91,6.67,0
40313,0.00,0.00,14.70,0.41,842,0.00,0.00,0.6875,16.50,2.16,0.00,0.00,0.00,-0.570,5.81,6.67,0
40375,0.00,0.00,14.70,0.42,836,0.00,0.00,0.6875,17.00,2.14,0.00,0.00,0.00,-0.570,5.91,6.67,0
40438,0.00,0.00,14.70,0.41,839,0.00,0.00,0.6875,16.50,2.15,0.00,0.00,0.00,-0.570,5.78,6.67,0
40516,0.00,0.00,14.70,0.42,834,0.00,0.00,0.6875,17.50,2.14,0.00,0.00,0.00,-0.570,5.85,6.67,0
40579,0.00,0.00,14.70,0.42,846,0.00,0.00,0.6875,16.50,2.17,0.00,0.00,0.00,-0.570,5.88,6.67,0
40657,0.00,0.00,14.70,0.42,850,0.00,0.00,0.6875,16.00,2.18,0.00,0.00,0.00,-0.570,5.95,6.67,0
40719,0.00,0.00,14.70,0.42,846,0.00,0.00,0.6875,17.50,2.17,0.00,0.00,0.00,-0.570,5.95,6.67,0
40786,0.00,0.00,14.70,0.41,840,0.00,0.00,0.6875,18.00,2.15,0.00,0.00,0.00,-0.570,5.81,6.67,0
40854,0.00,0.00,14.70,0.41,848,0.00,0.00,0.6875,18.50,1.99,0.00,0.00,0.00,-0.570,5.68,6.67,0
40916,0.00,0.00,14.70,0.42,844,0.00,0.00,0.6875,18.00,1.98,0.00,0.00,0.00,-0.570,5.88,6.67,0
40979,0.00,0.00,14.70,0.43,844,0.00,0.00,0.6875,18.50,2.16,0.00,0.00,0.00,-0.570,6.02,6.67,0
41047,0.00,0.00,14.70,0.43,837,0.00,0.00,0.6875,18.50,2.14,0.00,0.00,0.00,-0.570,6.02,6.67,0
41109,0.00,0.00,14.70,0.43,833,0.00,0.00,0.6875,18.50,2.13,0.00,0.00,0.00,-0.570,6.02,6.67,0
41187,0.00,0.00,14.70,0.42,836,0.00,0.00,0.6875,18.00,2.14,0.00,0.00,0.00,-0.570,5.95,6.67,0
41250,0.00,0.00,14.70,0.42,841,0.00,0.00,0.6875,17.00,2.15,0.00,0.00,0.00,-0.570,5.95,6.67,0
41312,0.00,0.00,14.70,0.42,840,0.00,0.00,0.6875,16.00,2.15,0.00,0.00,0.00,-0.570,6.02,6.67,0
41375,0.00,0.00,14.70,0.42,848,0.00,0.00,0.6875,16.00,2.17,0.00,0.00,0.00,-0.570,6.05,6.67,0
41453,0.00,0.00,14.70,0.42,846,0.00,0.00,0.6875,15.50,2.17,0.00,0.00,0.00,-0.570,5.98,6.67,0
41515,0.00,0.00,14.70,0.42,840,0.00,0.00,0.6875,16.50,2.15,0.00,0.00,0.00,-0.570,5.98,6.67,0
41594,0.00,0.00,14.70,0.43,843,0.00,0.00,0.6875,16.00,2.16,0.00,0.00,0.00,-0.570,6.02,6.67,0
41656,0.00,0.00,14.70,0.42,843,0.00,0.00,0.6875,16.00,2.16,0.00,0.00,0.00,-0.570,5.95,6.67,0
41713,0.00,0.00,14.70,0.43,846,0.00,0.00,0.6875,16.50,2.17,0.00,0.00,0.00,-0.570,5.95,6.67,0
41791,0.00,0.00,14.70,0.42,838,0.00,0.00,0.6875,17.50,2.15,0.00,0.00,0.00,-0.570,5.85,6.67,0
41853,0.00,0.00,14.70,0.43,842,0.00,0.00,0.6875,19.00,2.15,0.00,0.00,0.00,-0.570,5.91,6.67,0
41916,0.00,0.00,14.70,0.43,846,0.00,0.00,0.6875,18.00,2.17,0.00,0.00,0.00,-0.570,5.95,6.67,0
41994,0.00,0.00,14.70,0.42,849,0.00,0.00,0.6875,17.50,2.17,0.00,0.00,0.00,-0.570,5.95,6.67,0
42056,0.00,0.00,14.70,0.43,847,0.00,0.00,0.6875,17.00,2.17,0.00,0.00,0.00,-0.570,5.95,6.67,0
42119,0.00,0.00,14.70,0.42,846,0.00,0.00,0.6875,18.50,2.17,0.00,0.00,0.00,-0.570,5.91,6.67,0
42181,0.00,0.00,14.70,0.41,852,0.00,0.00,0.6875,17.50,2.18,0.00,0.00,0.00,-0.570,5.88,6.67,0
42260,0.00,0.00,14.70,0.42,846,0.00,0.00,0.6875,16.50,2.16,0.00,0.00,0.00,-0.570,5.88,6.67,0
42322,0.00,0.00,14.70,0.42,829,0.00,0.00,0.6875,19.00,2.12,0.00,0.00,0.00,-0.570,5.88,6.67,0
42385,0.00,0.00,14.70,0.42,836,0.00,0.00,0.6875,17.50,2.14,0.00,0.00,0.00,-0.570,5.95,6.67,0
42447,0.00,0.00,14.70,0.42,844,0.00,0.00,0.6875,16.00,2.16,0.00,0.00,0.00,-0.570,5.98,6.67,0
42525,0.00,0.00,14.70,0.42,842,0.00,0.00,0.6875,15.50,2.16,0.00,0.00,0.00,-0.570,5.95,6.67,0
42588,0.00,0.00,14.70,0.42,845,0.00,0.00,0.6875,15.00,2.16,0.00,0.00,0.00,-0.580,5.98,6.67,0
42650,0.00,0.00,14.70,0.42,840,0.00,0.00,0.6875,15.50,2.15,0.00,0.00,0.00,-0.580,5.91,6.67,0
42728,0.00,0.00,14.70,0.42,842,0.00,0.00,0.6875,15.50,2.16,0.00,0.00,0.00,-0.580,5.88,6.67,0
42791,0.00,0.00,14.70,0.43,824,0.00,0.00,0.6875,17.00,2.11,0.00,0.00,0.00,-0.580,5.88,6.67,0
42869,0.00,0.00,14.70,0.43,838,0.00,0.00,0.6875,17.50,2.14,0.00,0.00,0.00,-0.570,5.95,6.67,0
42931,0.00,0.00,14.70,0.43,841,0.00,0.00,0.6875,17.00,2.15,0.00,0.00,0.00,-0.570,5.95,6.67,0
42994,0.00,0.00,14.70,0.43,847,0.00,0.00,0.6875,18.50,2.17,0.00,0.00,0.00,-0.570,5.95,6.67,0
43056,0.00,0.00,14.70,0.43,846,0.00,0.00,0.6875,17.50,2.17,0.00,0.00,0.00,-0.570,5.95,6.67,0
43119,0.00,0.00,14.70,0.43,845,0.00,0.00,0.6875,17.50,2.16,0.00,0.00,0.00,-0.570,5.95,6.67,0
43198,0.00,0.00,14.70,0.43,834,0.00,0.00,0.6875,18.00,2.14,0.00,0.00,0.00,-0.570,5.95,6.67,0
43260,0.00,0.00,14.70,0.43,842,0.00,0.00,0.6875,19.00,2.16,0.00,0.00,0.00,-0.570,5.98,6.67,0
43323,0.00,0.00,14.70,0.43,836,0.00,0.00,0.6875,18.50,2.14,0.00,0.00,0.00,-0.570,5.95,6.67,0
43385,0.00,0.00,14.70,0.42,832,0.00,0.00,0.6875,18.50,2.13,0.00,0.00,0.00,-0.570,5.95,6.67,0
43463,0.00,0.00,14.70,0.42,838,0.00,0.00,0.6875,17.50,2.14,0.00,0.00,0.00,-0.570,5.95,6.67,0
43526,0.00,0.00,14.70,0.43,834,0.00,0.00,0.6875,16.00,2.14,0.00,0.00,0.00,-0.570,5.91,6.67,0
43604,0.00,0.00,14.70,0.46,832,0.00,0.00,0.6875,17.00,2.13,0.00,0.00,0.00,-0.570,5.95,6.27,0
43666,0.00,0.00,14.70,0.42,833,0.00,0.00,0.6875,18.00,2.13,0.00,0.00,0.00,-0.570,5.91,6.27,0
43729,0.00,0.00,14.70,0.42,831,0.00,0.00,0.6875,16.00,2.13,0.00,0.00,0.00,-0.570,5.85,6.27,0
43791,0.00,0.00,14.70,0.42,836,0.00,0.00,0.6875,16.50,2.14,0.00,0.00,0.00,-0.570,5.88,6.27,0
43854,0.00,0.00,14.70,0.42,848,0.00,0.00,0.6875,16.00,2.17,0.00,0.00,0.00,-0.570,5.95,6.27,0
43932,0.00,0.00,14.70,0.42,849,0.00,0.00,0.6875,15.50,2.17,0.00,0.00,0.00,-0.580,5.88,6.27,0
43995,0.00,0.00,14.70,0.42,852,0.00,0.00,0.6875,15.50,2.18,0.00,0.00,0.00,-0.580,5.95,6.27,0
44073,0.00,0.00,14.70,0.42,847,0.00,0.00,0.6875,17.00,2.17,0.00,0.00,0.00,-0.570,5.95,6.27,0
44135,0.00,0.00,14.70,0.42,851,0.00,0.00,0.6875,17.50,2.18,0.00,0.00,0.00,-0.580,5.95,6.27,0
44198,0.00,0.00,14.70,0.42,847,0.00,0.00,0.6875,16.50,2.17,0.00,0.00,0.00,-0.580,5.88,6.27,0
44260,0.00,0.00,14.70,0.42,849,0.00,0.00,0.6875,17.00,2.17,0.00,0.00,0.00,-0.580,5.91,6.27,0
44323,0.00,0.00,14.70,0.42,843,0.00,0.00,0.6875,17.50,2.16,0.00,0.00,0.00,-0.580,5.88,6.27,0
44401,0.00,0.00,14.70,0.39,845,0.00,0.00,0.6875,17.00,2.16,0.00,0.00,0.00,-0.580,5.55,6.27,0
44463,0.00,0.00,14.70,0.41,833,0.00,0.00,0.6875,18.00,1.95,0.00,0.00,0.00,-0.580,5.68,6.27,0
44526,0.00,0.00,14.70,0.42,823,0.00,0.00,0.6875,19.50,1.93,0.00,0.00,0.00,-0.580,5.81,6.67,0
44604,0.00,0.00,14.70,0.40,832,0.00,0.00,0.6875,17.50,1.95,0.00,0.00,0.00,-0.580,5.58,6.67,0
44666,0.00,0.00,14.70,0.41,837,0.00,0.00,0.6875,17.00,1.96,0.00,0.00,0.00,-0.580,5.71,6.27,0
44729,0.00,0.00,14.70,0.42,836,0.00,0.00,0.6875,16.50,1.96,0.00,0.00,0.00,-0.580,5.81,6.27,0
44791,0.00,0.00,14.70,0.43,823,0.00,0.00,0.6875,18.00,1.93,0.00,0.00,0.00,-0.580,5.88,6.27,0
44870,0.00,0.00,14.70,0.43,829,0.00,0.00,0.6875,18.00,1.95,0.00,0.00,0.00,-0.580,5.88,6.67,0
44932,0.00,0.00,14.70,0.43,834,0.00,0.00,0.6875,18.00,2.14,0.00,0.00,0.00,-0.570,5.95,6.27,0
44995,0.00,0.00,14.70,0.43,832,0.00,0.00,0.6875,18.00,2.13,0.00,0.00,0.00,-0.570,5.95,6.27,0
45073,0.00,0.00,14.70,0.43,836,0.00,0.00,0.6875,19.00,2.14,0.00,0.00,0.00,-0.570,5.95,6.27,0
45135,0.00,0.00,14.70,0.43,841,0.00,0.00,0.6875,18.50,2.15,0.00,0.00,0.00,-0.570,5.95,6.27,0
45198,0.00,0.00,14.70,0.43,839,0.00,0.00,0.6875,17.50,2.15,0.00,0.00,0.00,-0.570,5.95,6.27,0
45260,0.00,0.00,14.70,0.42,838,0.00,0.00,0.6875,17.50,2.14,0.00,0.00,0.00,-0.570,5.88,6.27,0
45338,0.00,0.00,14.70,0.42,840,0.00,0.00,0.6875,18.50,2.15,0.00,0.00,0.00,-0.570,5.91,6.67,0
45401,0.00,0.00,14.70,0.42,825,0.00,0.00,0.6875,19.00,2.11,0.00,0.00,0.00,-0.570,5.88,6.27,0
45463,0.00,0.00,14.70,0.42,836,0.00,0.00,0.6875,17.50,2.14,0.00,0.00,0.00,-0.570,5.95,6.67,0
45541,0.00,0.00,14.70,0.42,838,0.00,0.00,0.6875,17.00,2.14,0.00,0.00,0.00,-0.570,5.95,6.27,0
45604,0.00,0.00,14.70,0.42,834,0.00,0.00,0.6875,16.50,2.14,0.00,0.00,0.00,-0.570,5.85,6.27,0
45666,0.00,0.00,14.70,0.42,833,0.00,0.00,0.6875,16.50,2.13,0.00,0.00,0.00,-0.570,5.95,6.27,0
45760,0.00,0.00,14.70,0.42,837,0.00,0.00,0.6875,16.00,2.14,0.00,0.00,0.00,-0.570,5.95,6.27,0
45807,0.00,0.00,14.70,0.42,834,0.00,0.00,0.6875,16.50,2.14,0.00,0.00,0.00,-0.580,5.88,6.27,0
45870,0.00,0.00,14.70,0.42,835,0.00,0.00,0.6875,16.50,2.14,0.00,0.00,0.00,-0.570,5.91,6.27,0
45932,0.00,0.00,14.70,0.42,842,0.00,0.00,0.6875,16.00,2.16,0.00,0.00,0.00,-0.580,5.88,6.27,0
46010,0.00,0.00,14.70,0.42,844,0.00,0.00,0.6875,16.00,2.16,0.00,0.00,0.00,-0.580,5.88,6.67,0
46073,0.00,0.00,14.70,0.42,848,0.00,0.00,0.6875,15.50,2.17,0.00,0.00,0.00,-0.580,5.91,6.27,0
46135,0.00,0.00,14.70,0.42,849,0.00,0.00,0.6875,16.50,2.17,0.00,0.00,0.00,-0.580,5.85,6.27,0
46213,0.00,0.00,14.70,0.42,847,0.00,0.00,0.6875,16.50,2.17,0.00,0.00,0.00,-0.580,5.88,6.27,0
46276,0.00,0.00,14.70,0.40,841,0.00,0.00,0.6875,17.00,2.15,0.00,0.00,0.00,-0.580,5.95,6.27,0
46338,0.00,0.00,14.70,0.42,832,0.00,0.00,0.6875,18.00,2.13,0.00,0.00,0.00,-0.580,5.85,6.27,0
46401,0.00,0.00,14.70,0.42,840,0.00,0.00,0.6875,18.50,2.15,0.00,0.00,0.00,-0.580,5.91,6.27,0
46479,0.00,0.00,14.70,0.42,832,0.00,0.00,0.6875,18.00,2.13,0.00,0.00,0.00,-0.580,5.88,6.27,0
46541,0.00,0.00,14.70,0.42,833,0.00,0.00,0.6875,17.50,2.13,0.00,0.00,0.00,-0.580,5.88,6.27,0
46620,0.00,0.00,14.70,0.43,825,0.00,0.00,0.6875,16.50,2.11,0.00,0.00,0.00,-0.580,5.85,6.27,0
46666,0.00,0.00,14.70,0.42,828,0.00,0.00,0.6875,18.00,2.12,0.00,0.00,0.00,-0.580,5.91,6.27,0
46745,0.00,0.00,14.70,0.42,838,0.00,0.00,0.6875,16.00,2.14,0.00,0.00,0.00,-0.570,5.88,6.27,0
46813,0.00,0.00,14.70,0.42,832,0.00,0.00,0.6875,16.00,2.13,0.00,0.00,0.00,-0.580,5.88,6.27,0
46873,0.00,0.00,14.70,0.42,835,0.00,0.00,0.6875,15.50,2.14,0.00,0.00,0.00,-0.580,5.78,6.27,0
46935,0.00,0.00,14.70,0.41,836,0.00,0.00,0.6875,16.50,2.14,0.00,0.00,0.00,-0.580,5.75,6.27,0
47006,0.00,0.00,14.70,0.42,840,0.00,0.00,0.6875,16.00,2.15,0.00,0.00,0.00,-0.580,5.81,6.27,0
47077,0.00,0.00,14.70,0.43,827,0.00,0.00,0.6875,18.00,2.12,0.00,0.00,0.00,-0.580,5.81,6.27,0
47140,0.00,0.00,14.70,0.42,832,0.00,0.00,0.6875,19.00,2.13,0.00,0.00,0.00,-0.580,5.81,6.27,0
47218,0.00,0.00,14.70,0.39,832,0.00,0.00,0.6875,18.50,2.13,0.00,0.00,0.00,-0.580,5.81,6.27,0
47280,0.00,0.00,14.70,0.42,837,0.00,0.00,0.6875,18.00,2.14,0.00,0.00,0.00,-0.580,5.81,6.27,0
47343,0.00,0.00,14.70,0.42,833,0.00,0.00,0.6875,18.00,2.13,0.00,0.00,0.00,-0.580,5.85,6.27,0
47405,0.00,0.00,14.70,0.42,839,0.00,0.00,0.6875,18.50,2.15,0.00,0.00,0.00,-0.580,5.81,6.27,0
47483,0.00,0.00,14.70,0.41,834,0.00,0.00,0.6875,17.00,2.14,0.00,0.00,0.00,-0.580,5.71,6.27,0
47546,0.00,0.00,14.70,0.41,821,0.00,0.00,0.6875,18.50,2.10,0.00,0.00,0.00,-0.580,5.75,6.27,0
47608,0.00,0.00,14.70,0.41,822,0.00,0.00,0.6875,17.50,2.10,0.00,0.00,0.00,-0.580,5.55,6.27,0
47671,0.00,0.00,14.70,0.44,830,0.00,0.00,0.6875,16.50,1.95,0.00,0.00,0.00,-0.580,5.71,6.27,0
47749,0.00,0.00,14.70,0.41,838,0.00,0.00,0.6875,15.00,1.97,0.00,0.00,0.00,-0.580,5.81,6.27,0
47811,0.00,0.00,14.70,0.41,834,0.00,0.00,0.6875,15.00,1.96,0.00,0.00,0.00,-0.580,5.75,6.27,0
47874,0.00,0.00,14.70,0.41,834,0.00,0.00,0.6875,16.00,1.96,0.00,0.00,0.00,-0.580,5.68,6.27,0
47952,0.00,0.00,14.70,0.42,840,0.00,0.00,0.6875,16.00,1.97,0.00,0.00,0.00,-0.580,5.78,6.27,0
48015,0.00,0.00,14.70,0.41,841,0.00,0.00,0.6875,15.50,1.97,0.00,0.00,0.00,-0.580,5.68,6.27,0
48077,0.00,0.00,14.70,0.42,830,0.00,0.00,0.6875,16.50,1.95,0.00,0.00,0.00,-0.580,5.71,6.27,0
48140,0.00,0.00,14.70,0.39,826,0.00,0.00,0.6875,18.50,1.94,0.00,0.00,0.00,-0.580,5.38,6.27,0
48218,0.00,0.00,14.70,0.40,830,0.00,0.00,0.6875,19.00,1.95,0.00,0.00,0.00,-0.580,5.58,6.27,0
48280,0.00,0.00,14.70,0.41,829,0.00,0.00,0.6875,19.00,1.95,0.00,0.00,0.00,-0.580,5.68,6.27,0
48343,0.00,0.00,14.70,0.41,830,0.00,0.00,0.6875,18.50,1.95,0.00,0.00,0.00,-0.580,5.65,6.27,0
48421,0.00,0.00,14.70,0.42,818,0.00,0.00,0.6875,19.00,1.92,0.00,0.00,0.00,-0.580,5.75,6.27,0
48483,0.00,0.00,14.70,0.42,816,0.00,0.00,0.6875,18.00,1.92,0.00,0.00,0.00,-0.580,5.81,6.27,0
48546,0.00,0.00,14.70,0.42,817,0.00,0.00,0.6875,18.00,1.92,0.00,0.00,0.00,-0.580,5.78,6.27,0
48624,0.00,0.00,14.70,0.45,820,0.00,0.00,0.6875,17.50,1.93,0.00,0.00,0.00,-0.580,5.81,6.27,0
48687,0.00,0.00,14.70,0.42,823,0.00,0.00,0.6875,16.50,2.11,0.00,0.00,0.00,-0.580,5.78,6.27,0
48749,0.00,0.00,14.70,0.42,829,0.00,0.00,0.6875,16.00,1.95,0.00,0.00,0.00,-0.580,5.75,6.27,0
48811,0.00,0.00,14.70,0.42,836,0.00,0.00,0.6875,16.00,1.96,0.00,0.00,0.00,-0.580,5.75,6.27,0
48890,0.00,0.00,14.70,0.43,825,0.00,0.00,0.6875,17.50,1.94,0.00,0.00,0.00,-0.580,5.78,6.27,0
48952,0.00,0.00,14.70,0.42,824,0.00,0.00,0.6875,19.00,2.11,0.00,0.00,0.00,-0.580,5.81,6.27,0
49015,0.00,0.00,14.70,0.39,840,0.00,0.00,0.6875,18.00,2.15,0.00,0.00,0.00,-0.580,5.81,6.27,0
49093,0.00,0.00,14.70,0.42,830,0.00,0.00,0.6875,17.00,2.12,0.00,0.00,0.00,-0.580,5.75,6.27,0
49155,0.00,0.00,14.70,0.42,829,0.00,0.00,0.6875,18.00,2.12,0.00,0.00,0.00,-0.580,5.81,6.27,0
49218,0.00,0.00,14.70,0.42,825,0.00,0.00,0.6875,17.50,2.11,0.00,0.00,0.00,-0.580,5.81,6.27,0
49280,0.00,0.00,14.70,0.42,831,0.00,0.00,0.6875,16.50,2.13,0.00,0.00,0.00,-0.580,5.85,6.27,0
49358,0.00,0.00,14.70,0.42,834,0.00,0.00,0.6875,15.00,2.13,0.00,0.00,0.00,-0.580,5.88,6.27,0
49421,0.00,0.00,14.70,0.42,825,0.00,0.00,0.6875,15.50,2.11,0.00,0.00,0.00,-0.580,5.78,6.27,0
49483,0.00,0.00,14.70,0.45,826,0.00,0.00,0.6875,16.50,2.11,0.00,0.00,0.00,-0.580,5.78,6.27,0
49561,0.00,0.00,14.70,0.42,820,0.00,0.00,0.6875,16.00,2.10,0.00,0.00,0.00,-0.580,5.75,6.27,0
49624,0.00,0.00,14.70,0.42,823,0.00,0.00,0.6875,16.00,2.11,0.00,0.00,0.00,-0.580,5.71,6.27,0
49686,0.00,0.00,14.70,0.42,830,0.00,0.00,0.6875,16.50,2.12,0.00,0.00,0.00,-0.580,5.71,6.27,0
49749,0.00,0.00,14.70,0.42,832,0.00,0.00,0.6875,16.00,1.95,0.00,0.00,0.00,-0.570,5.81,6.27,0
49827,0.00,0.00,14.70,0.42,836,0.00,0.00,0.6875,17.50,2.14,0.00,0.00,0.00,-0.570,5.78,6.27,0
49890,0.00,0.00,14.70,0.39,834,0.00,0.00,0.6875,17.50,2.13,0.00,0.00,0.00,-0.570,5.78,6.27,0
49952,0.00,0.00,14.70,0.41,838,0.00,0.00,0.6875,16.50,2.14,0.00,0.00,0.00,-0.560,5.78,6.27,0
50030,0.00,0.00,14.70,0.41,841,0.00,0.00,0.6875,15.50,1.97,0.00,0.00,0.00,-0.570,5.75,6.27,0
50093,0.00,0.00,14.70,0.41,844,0.00,0.00,0.6875,16.00,1.98,0.00,0.00,0.00,-0.570,5.71,6.27,0
50155,0.00,0.00,14.70,0.41,837,0.00,0.00,0.6875,15.50,1.96,0.00,0.00,0.00,-0.570,5.75,6.27,0
50218,0.00,0.00,14.70,0.41,840,0.00,0.00,0.6875,15.00,1.97,0.00,0.00,0.00,-0.570,5.71,6.27,1
50296,0.00,0.00,14.70,0.41,823,0.00,0.00,0.6875,17.50,1.93,0.00,0.00,0.00,-0.570,5.65,6.27,1
50358,0.00,0.00,14.70,0.41,829,0.00,0.00,0.6875,16.00,1.95,0.00,0.00,0.00,-0.570,5.68,6.27,1
50436,0.00,0.00,14.70,0.41,822,0.00,0.00,0.6875,16.00,1.93,0.00,0.00,0.00,-0.570,5.68,6.27,2
50499,0.00,0.00,14.70,0.41,825,0.00,0.00,0.6875,16.50,1.94,0.00,0.00,0.00,-0.570,5.68,6.27,2
50562,0.00,0.00,14.70,0.42,830,0.00,0.00,0.6875,15.50,1.95,0.00,0.00,0.00,-0.570,5.78,6.27,2
50624,0.00,0.00,14.70,0.41,836,0.00,0.00,0.6875,15.00,1.96,0.00,0.00,0.00,-0.580,5.75,6.27,2
50702,0.00,0.00,14.70,0.42,844,0.00,0.00,0.6875,15.00,1.98,0.00,0.00,0.00,-0.580,5.75,6.27,3
50765,0.00,0.00,14.70,0.42,828,0.00,0.00,0.6875,16.50,1.94,0.00,0.00,0.00,-0.580,5.75,6.27,3
50827,0.00,0.00,14.70,0.42,832,0.00,0.00,0.6875,17.00,1.95,0.00,0.00,0.00,-0.580,5.75,6.27,3
50890,0.00,0.00,14.70,0.41,843,0.00,0.00,0.6875,16.50,1.98,0.00,0.00,0.00,-0.580,5.75,6.27,3
50968,0.00,0.00,14.70,0.41,848,0.00,0.00,0.6875,15.50,1.99,0.00,0.00,0.00,-0.580,5.78,6.27,4
51030,0.00,0.00,14.70,0.41,856,0.00,0.00,0.6875,15.00,2.01,0.00,0.00,0.00,-0.580,5.78,6.27,4
51093,0.00,0.00,14.70,0.40,857,0.00,0.00,0.6875,18.00,2.01,0.00,0.00,0.00,-0.580,5.75,6.27,4
51155,0.00,0.00,14.70,0.39,872,0.00,0.00,0.6875,18.00,2.05,0.00,0.00,0.00,-0.580,5.71,6.27,4
51233,0.00,0.00,14.70,0.39,878,0.00,0.00,0.6875,18.00,2.06,0.00,0.00,0.00,-0.580,5.71,6.27,4
51304,0.00,0.00,14.70,0.38,878,0.00,0.00,0.6875,18.00,2.06,0.00,0.00,0.00,-0.570,5.65,5.88,5
51356,0.00,0.00,14.70,0.37,880,0.00,0.00,0.6875,18.00,2.06,0.00,0.00,0.00,-0.580,5.45,5.88,5
51434,0.00,0.00,14.70,0.36,882,0.00,0.00,0.6875,18.00,2.07,0.00,0.00,0.00,-0.580,5.38,5.88,5
51497,0.00,0.00,14.70,0.37,883,0.00,0.00,0.6875,18.00,2.07,0.00,0.00,0.00,-0.590,5.45,6.27,5
51559,0.00,0.00,14.70,0.37,874,0.00,0.00,0.6875,18.00,2.05,0.00,0.00,0.00,-0.590,5.48,6.27,5
51637,0.00,0.00,14.70,0.38,878,0.00,0.00,0.6875,18.00,2.06,0.00,0.00,0.00,-0.590,5.51,6.27,5
51700,0.00,0.00,14.70,0.38,873,0.00,0.00,0.6875,18.00,2.05,0.00,0.00,0.00,-0.590,5.58,6.27,5
51762,0.00,0.00,14.70,0.39,869,0.00,0.00,0.6875,18.00,2.04,0.00,0.00,0.00,-0.590,5.65,6.27,5
51840,0.00,0.00,14.70,0.38,863,0.00,0.00,0.6875,18.00,2.02,0.00,0.00,0.00,-0.600,5.65,6.27,5
51903,0.00,0.00,14.70,0.39,863,0.00,0.00,0.6875,18.00,2.03,0.00,0.00,0.00,-0.600,5.58,6.27,5
51965,0.00,0.00,14.70,0.39,848,0.00,0.00,0.6875,18.00,1.99,0.00,0.00,0.00,-0.600,5.61,6.27,5
52028,0.00,0.00,14.70,0.39,846,0.00,0.00,0.6875,18.00,1.99,0.00,0.00,0.00,-0.590,5.58,6.27,5
52106,0.00,0.00,14.70,0.39,847,0.00,0.00,0.6875,18.00,1.99,0.00,0.00,0.00,-0.590,5.55,6.27,6
52169,0.00,0.00,14.70,0.39,857,0.00,0.00,0.6875,18.00,2.01,0.00,0.00,0.00,-0.590,5.61,6.27,6
52231,0.00,0.00,14.70,0.40,850,0.00,0.00,0.6875,18.00,1.99,0.00,0.00,0.00,-0.590,5.61,6.27,5
52294,0.00,0.00,14.70,0.39,854,0.00,0.00,0.6875,18.00,2.00,0.00,0.00,0.00,-0.590,5.55,6.27,5
52372,0.00,0.00,14.70,0.40,860,0.00,0.00,0.6875,18.00,2.02,0.00,0.00,0.00,-0.590,5.61,6.27,6
52434,0.00,0.00,14.70,0.40,858,0.00,0.00,0.6875,18.00,2.01,0.00,0.00,0.00,-0.590,5.65,6.27,6
52497,0.00,0.00,14.70,0.39,852,0.00,0.00,0.6875,18.00,2.00,0.00,0.00,0.00,-0.600,5.55,6.27,6
52572,0.00,0.00,14.70,0.39,865,0.00,0.00,0.6875,18.00,2.03,0.00,0.00,0.00,-0.600,5.55,6.27,6
52634,0.00,0.00,14.70,0.38,863,0.00,0.00,0.6875,18.00,2.02,0.00,0.00,0.00,-0.600,5.48,6.27,6
52712,0.00,0.00,14.70,0.37,870,0.00,0.00,0.6875,18.00,2.04,0.00,0.00,0.00,-0.600,5.48,6.27,6
